cm	fotos	estojo	personnalite	laminas	base	final
35	125	0	1	36	R$ 3.750,00	R$ 3.650,00
35	126	0	1	36	R$ 3.780,00	R$ 3.674,00
35	127	0	1	36	R$ 3.810,00	R$ 3.698,00
35	128	0	1	37	R$ 3.840,00	R$ 3.722,00
35	129	0	1	37	R$ 3.870,00	R$ 3.746,00
35	130	0	1	37	R$ 3.900,00	R$ 3.770,00
35	131	0	1	37	R$ 3.930,00	R$ 3.794,00
35	132	0	1	38	R$ 3.960,00	R$ 3.818,00
35	133	0	1	38	R$ 3.990,00	R$ 3.842,00
35	134	0	1	38	R$ 4.020,00	R$ 3.866,00
35	135	0	1	39	R$ 4.050,00	R$ 3.890,00
35	136	0	1	39	R$ 4.080,00	R$ 3.914,00
35	137	0	1	39	R$ 4.110,00	R$ 3.938,00
35	138	0	1	39	R$ 4.140,00	R$ 3.962,00
35	139	0	1	40	R$ 4.170,00	R$ 3.986,00
35	140	0	1	40	R$ 4.200,00	R$ 4.010,00
35	141	0	1	40	R$ 4.230,00	R$ 4.034,00
35	142	0	1	41	R$ 4.260,00	R$ 4.058,00
35	143	0	1	41	R$ 4.290,00	R$ 4.082,00
35	144	0	1	41	R$ 4.320,00	R$ 4.106,00
35	145	0	1	41	R$ 4.350,00	R$ 4.130,00
35	146	0	1	42	R$ 4.380,00	R$ 4.154,00
35	147	0	1	42	R$ 4.410,00	R$ 4.178,00
35	148	0	1	42	R$ 4.440,00	R$ 4.202,00
35	149	0	1	43	R$ 4.470,00	R$ 4.226,00
35	150	0	1	43	R$ 4.500,00	R$ 4.250,00
35	151	0	1	43	R$ 4.530,00	R$ 4.274,00
35	152	0	1	43	R$ 4.560,00	R$ 4.298,00
35	153	0	1	44	R$ 4.590,00	R$ 4.322,00
35	154	0	1	44	R$ 4.620,00	R$ 4.346,00
35	155	0	1	44	R$ 4.650,00	R$ 4.370,00
35	156	0	1	45	R$ 4.680,00	R$ 4.394,00
35	157	0	1	45	R$ 4.710,00	R$ 4.418,00
35	158	0	1	45	R$ 4.740,00	R$ 4.442,00
35	35	1	1	10	R$ 1.050,00	R$ 2.200,00
35	36	1	1	10	R$ 1.080,00	R$ 2.230,00
35	37	1	1	11	R$ 1.110,00	R$ 2.260,00
35	38	1	1	11	R$ 1.140,00	R$ 2.290,00
35	39	1	1	11	R$ 1.170,00	R$ 2.320,00
35	40	1	1	11	R$ 1.200,00	R$ 2.350,00
35	41	1	1	12	R$ 1.230,00	R$ 2.380,00
35	42	1	1	12	R$ 1.260,00	R$ 2.410,00
35	43	1	1	12	R$ 1.290,00	R$ 2.440,00
35	44	1	1	13	R$ 1.320,00	R$ 2.470,00
35	45	1	1	13	R$ 1.350,00	R$ 2.500,00
35	46	1	1	13	R$ 1.380,00	R$ 2.530,00
35	47	1	1	13	R$ 1.410,00	R$ 2.560,00
35	48	1	1	14	R$ 1.440,00	R$ 2.590,00
35	49	1	1	14	R$ 1.470,00	R$ 2.620,00
35	50	1	1	14	R$ 1.500,00	R$ 2.650,00
35	51	1	1	15	R$ 1.530,00	R$ 2.680,00
35	52	1	1	15	R$ 1.560,00	R$ 2.710,00
35	53	1	1	15	R$ 1.590,00	R$ 2.740,00
35	54	1	1	15	R$ 1.620,00	R$ 2.770,00
35	55	1	1	16	R$ 1.650,00	R$ 2.717,50
35	56	1	1	16	R$ 1.680,00	R$ 2.746,00
35	57	1	1	16	R$ 1.710,00	R$ 2.774,50
35	58	1	1	17	R$ 1.740,00	R$ 2.803,00
35	59	1	1	17	R$ 1.770,00	R$ 2.831,50
35	60	1	1	17	R$ 1.800,00	R$ 2.860,00
35	61	1	1	17	R$ 1.830,00	R$ 2.888,50
35	62	1	1	18	R$ 1.860,00	R$ 2.917,00
35	63	1	1	18	R$ 1.890,00	R$ 2.945,50
35	64	1	1	18	R$ 1.920,00	R$ 2.974,00
35	65	1	1	19	R$ 1.950,00	R$ 3.002,50
35	66	1	1	19	R$ 1.980,00	R$ 3.031,00
35	67	1	1	19	R$ 2.010,00	R$ 3.059,50
35	68	1	1	19	R$ 2.040,00	R$ 3.088,00
35	69	1	1	20	R$ 2.070,00	R$ 3.116,50
35	70	1	1	20	R$ 2.100,00	R$ 3.145,00
35	71	1	1	20	R$ 2.130,00	R$ 3.173,50
35	72	1	1	21	R$ 2.160,00	R$ 3.094,00
35	73	1	1	21	R$ 2.190,00	R$ 3.121,00
35	74	1	1	21	R$ 2.220,00	R$ 3.148,00
35	75	1	1	21	R$ 2.250,00	R$ 3.175,00
35	76	1	1	22	R$ 2.280,00	R$ 3.202,00
35	77	1	1	22	R$ 2.310,00	R$ 3.229,00
35	78	1	1	22	R$ 2.340,00	R$ 3.256,00
35	79	1	1	23	R$ 2.370,00	R$ 3.283,00
35	80	1	1	23	R$ 2.400,00	R$ 3.310,00
35	81	1	1	23	R$ 2.430,00	R$ 3.337,00
35	82	1	1	23	R$ 2.460,00	R$ 3.364,00
35	83	1	1	24	R$ 2.490,00	R$ 3.391,00
35	84	1	1	24	R$ 2.520,00	R$ 3.418,00
35	85	1	1	24	R$ 2.550,00	R$ 3.445,00
35	86	1	1	25	R$ 2.580,00	R$ 3.472,00
35	87	1	1	25	R$ 2.610,00	R$ 3.499,00
35	88	1	1	25	R$ 2.640,00	R$ 3.526,00
35	89	1	1	25	R$ 2.670,00	R$ 3.553,00
35	90	1	1	26	R$ 2.700,00	R$ 3.445,00
35	91	1	1	26	R$ 2.730,00	R$ 3.470,50
35	92	1	1	26	R$ 2.760,00	R$ 3.496,00
35	93	1	1	27	R$ 2.790,00	R$ 3.521,50
35	94	1	1	27	R$ 2.820,00	R$ 3.547,00
35	95	1	1	27	R$ 2.850,00	R$ 3.572,50
35	96	1	1	27	R$ 2.880,00	R$ 3.598,00
35	97	1	1	28	R$ 2.910,00	R$ 3.623,50
35	98	1	1	28	R$ 2.940,00	R$ 3.649,00
35	99	1	1	28	R$ 2.970,00	R$ 3.674,50
35	100	1	1	29	R$ 3.000,00	R$ 3.700,00
35	101	1	1	29	R$ 3.030,00	R$ 3.725,50
35	102	1	1	29	R$ 3.060,00	R$ 3.751,00
35	103	1	1	29	R$ 3.090,00	R$ 3.776,50
35	104	1	1	30	R$ 3.120,00	R$ 3.802,00
35	105	1	1	30	R$ 3.150,00	R$ 3.827,50
35	106	1	1	30	R$ 3.180,00	R$ 3.853,00
35	107	1	1	31	R$ 3.210,00	R$ 3.718,00
35	108	1	1	31	R$ 3.240,00	R$ 3.742,00
35	109	1	1	31	R$ 3.270,00	R$ 3.766,00
35	110	1	1	31	R$ 3.300,00	R$ 3.790,00
35	111	1	1	32	R$ 3.330,00	R$ 3.814,00
35	112	1	1	32	R$ 3.360,00	R$ 3.838,00
35	113	1	1	32	R$ 3.390,00	R$ 3.862,00
35	114	1	1	33	R$ 3.420,00	R$ 3.886,00
35	115	1	1	33	R$ 3.450,00	R$ 3.910,00
35	116	1	1	33	R$ 3.480,00	R$ 3.934,00
35	117	1	1	33	R$ 3.510,00	R$ 3.958,00
35	118	1	1	34	R$ 3.540,00	R$ 3.982,00
35	119	1	1	34	R$ 3.570,00	R$ 4.006,00
35	120	1	1	34	R$ 3.600,00	R$ 4.030,00
35	121	1	1	35	R$ 3.630,00	R$ 4.054,00
35	122	1	1	35	R$ 3.660,00	R$ 4.078,00
35	123	1	1	35	R$ 3.690,00	R$ 4.102,00
35	124	1	1	35	R$ 3.720,00	R$ 4.126,00
35	125	1	1	36	R$ 3.750,00	R$ 4.150,00
35	126	1	1	36	R$ 3.780,00	R$ 4.174,00
35	127	1	1	36	R$ 3.810,00	R$ 4.198,00
35	128	1	1	37	R$ 3.840,00	R$ 4.222,00
35	129	1	1	37	R$ 3.870,00	R$ 4.246,00
35	130	1	1	37	R$ 3.900,00	R$ 4.270,00
35	131	1	1	37	R$ 3.930,00	R$ 4.294,00
35	132	1	1	38	R$ 3.960,00	R$ 4.318,00
35	133	1	1	38	R$ 3.990,00	R$ 4.342,00
35	134	1	1	38	R$ 4.020,00	R$ 4.366,00
35	135	1	1	39	R$ 4.050,00	R$ 4.390,00
35	136	1	1	39	R$ 4.080,00	R$ 4.414,00
35	137	1	1	39	R$ 4.110,00	R$ 4.438,00
35	138	1	1	39	R$ 4.140,00	R$ 4.462,00
35	139	1	1	40	R$ 4.170,00	R$ 4.486,00
35	140	1	1	40	R$ 4.200,00	R$ 4.510,00
35	141	1	1	40	R$ 4.230,00	R$ 4.534,00
35	142	1	1	41	R$ 4.260,00	R$ 4.558,00
35	143	1	1	41	R$ 4.290,00	R$ 4.582,00
35	144	1	1	41	R$ 4.320,00	R$ 4.606,00
35	145	1	1	41	R$ 4.350,00	R$ 4.630,00
35	146	1	1	42	R$ 4.380,00	R$ 4.654,00
35	147	1	1	42	R$ 4.410,00	R$ 4.678,00
35	148	1	1	42	R$ 4.440,00	R$ 4.702,00
35	149	1	1	43	R$ 4.470,00	R$ 4.726,00
35	150	1	1	43	R$ 4.500,00	R$ 4.750,00
35	151	1	1	43	R$ 4.530,00	R$ 4.774,00
35	152	1	1	43	R$ 4.560,00	R$ 4.798,00
35	153	1	1	44	R$ 4.590,00	R$ 4.822,00
35	154	1	1	44	R$ 4.620,00	R$ 4.846,00
35	155	1	1	44	R$ 4.650,00	R$ 4.870,00
35	156	1	1	45	R$ 4.680,00	R$ 4.894,00
35	157	1	1	45	R$ 4.710,00	R$ 4.918,00
35	158	1	1	45	R$ 4.740,00	R$ 4.942,00
40	40	0	0	10	R$ 1.200,00	R$ 1.200,00
40	41	0	0	10	R$ 1.230,00	R$ 1.230,00
40	42	0	0	11	R$ 1.260,00	R$ 1.260,00
40	43	0	0	11	R$ 1.290,00	R$ 1.290,00
40	44	0	0	11	R$ 1.320,00	R$ 1.320,00
40	45	0	0	11	R$ 1.350,00	R$ 1.350,00
40	46	0	0	12	R$ 1.380,00	R$ 1.380,00
40	47	0	0	12	R$ 1.410,00	R$ 1.410,00
40	48	0	0	12	R$ 1.440,00	R$ 1.440,00
40	49	0	0	12	R$ 1.470,00	R$ 1.470,00
40	50	0	0	13	R$ 1.500,00	R$ 1.500,00
40	51	0	0	13	R$ 1.530,00	R$ 1.530,00
40	52	0	0	13	R$ 1.560,00	R$ 1.560,00
40	53	0	0	13	R$ 1.590,00	R$ 1.590,00
40	54	0	0	14	R$ 1.620,00	R$ 1.620,00
40	55	0	0	14	R$ 1.650,00	R$ 1.650,00
40	56	0	0	14	R$ 1.680,00	R$ 1.680,00
40	57	0	0	14	R$ 1.710,00	R$ 1.710,00
40	58	0	0	15	R$ 1.740,00	R$ 1.740,00
40	59	0	0	15	R$ 1.770,00	R$ 1.770,00
40	60	0	0	15	R$ 1.800,00	R$ 1.800,00
40	61	0	0	15	R$ 1.830,00	R$ 1.830,00
40	62	0	0	16	R$ 1.860,00	R$ 1.767,00
40	63	0	0	16	R$ 1.890,00	R$ 1.795,50
40	64	0	0	16	R$ 1.920,00	R$ 1.824,00
40	65	0	0	16	R$ 1.950,00	R$ 1.852,50
40	66	0	0	17	R$ 1.980,00	R$ 1.881,00
40	67	0	0	17	R$ 2.010,00	R$ 1.909,50
40	68	0	0	17	R$ 2.040,00	R$ 1.938,00
40	69	0	0	17	R$ 2.070,00	R$ 1.966,50
40	70	0	0	18	R$ 2.100,00	R$ 1.995,00
40	71	0	0	18	R$ 2.130,00	R$ 2.023,50
40	72	0	0	18	R$ 2.160,00	R$ 2.052,00
40	73	0	0	18	R$ 2.190,00	R$ 2.080,50
40	74	0	0	19	R$ 2.220,00	R$ 2.109,00
40	75	0	0	19	R$ 2.250,00	R$ 2.137,50
40	76	0	0	19	R$ 2.280,00	R$ 2.166,00
40	77	0	0	19	R$ 2.310,00	R$ 2.194,50
40	78	0	0	20	R$ 2.340,00	R$ 2.223,00
40	79	0	0	20	R$ 2.370,00	R$ 2.251,50
40	80	0	0	20	R$ 2.400,00	R$ 2.280,00
40	81	0	0	20	R$ 2.430,00	R$ 2.308,50
40	82	0	0	21	R$ 2.460,00	R$ 2.214,00
40	83	0	0	21	R$ 2.490,00	R$ 2.241,00
40	84	0	0	21	R$ 2.520,00	R$ 2.268,00
40	85	0	0	21	R$ 2.550,00	R$ 2.295,00
40	86	0	0	22	R$ 2.580,00	R$ 2.322,00
40	87	0	0	22	R$ 2.610,00	R$ 2.349,00
40	88	0	0	22	R$ 2.640,00	R$ 2.376,00
40	89	0	0	22	R$ 2.670,00	R$ 2.403,00
40	90	0	0	23	R$ 2.700,00	R$ 2.430,00
40	91	0	0	23	R$ 2.730,00	R$ 2.457,00
40	92	0	0	23	R$ 2.760,00	R$ 2.484,00
40	93	0	0	23	R$ 2.790,00	R$ 2.511,00
40	94	0	0	24	R$ 2.820,00	R$ 2.538,00
40	95	0	0	24	R$ 2.850,00	R$ 2.565,00
40	96	0	0	24	R$ 2.880,00	R$ 2.592,00
40	97	0	0	24	R$ 2.910,00	R$ 2.619,00
40	98	0	0	25	R$ 2.940,00	R$ 2.646,00
40	99	0	0	25	R$ 2.970,00	R$ 2.673,00
40	100	0	0	25	R$ 3.000,00	R$ 2.700,00
40	101	0	0	25	R$ 3.030,00	R$ 2.727,00
40	102	0	0	26	R$ 3.060,00	R$ 2.601,00
40	103	0	0	26	R$ 3.090,00	R$ 2.626,50
40	104	0	0	26	R$ 3.120,00	R$ 2.652,00
40	105	0	0	26	R$ 3.150,00	R$ 2.677,50
40	106	0	0	27	R$ 3.180,00	R$ 2.703,00
40	107	0	0	27	R$ 3.210,00	R$ 2.728,50
40	108	0	0	27	R$ 3.240,00	R$ 2.754,00
40	109	0	0	27	R$ 3.270,00	R$ 2.779,50
40	110	0	0	28	R$ 3.300,00	R$ 2.805,00
40	111	0	0	28	R$ 3.330,00	R$ 2.830,50
40	112	0	0	28	R$ 3.360,00	R$ 2.856,00
40	113	0	0	28	R$ 3.390,00	R$ 2.881,50
40	114	0	0	29	R$ 3.420,00	R$ 2.907,00
40	115	0	0	29	R$ 3.450,00	R$ 2.932,50
40	116	0	0	29	R$ 3.480,00	R$ 2.958,00
40	117	0	0	29	R$ 3.510,00	R$ 2.983,50
40	118	0	0	30	R$ 3.540,00	R$ 3.009,00
40	119	0	0	30	R$ 3.570,00	R$ 3.034,50
40	120	0	0	30	R$ 3.600,00	R$ 3.060,00
40	121	0	0	30	R$ 3.630,00	R$ 3.085,50
40	122	0	0	31	R$ 3.660,00	R$ 2.928,00
40	123	0	0	31	R$ 3.690,00	R$ 2.952,00
40	124	0	0	31	R$ 3.720,00	R$ 2.976,00
40	125	0	0	31	R$ 3.750,00	R$ 3.000,00
40	126	0	0	32	R$ 3.780,00	R$ 3.024,00
40	127	0	0	32	R$ 3.810,00	R$ 3.048,00
40	128	0	0	32	R$ 3.840,00	R$ 3.072,00
40	129	0	0	32	R$ 3.870,00	R$ 3.096,00
40	130	0	0	33	R$ 3.900,00	R$ 3.120,00
40	131	0	0	33	R$ 3.930,00	R$ 3.144,00
40	132	0	0	33	R$ 3.960,00	R$ 3.168,00
40	133	0	0	33	R$ 3.990,00	R$ 3.192,00
40	134	0	0	34	R$ 4.020,00	R$ 3.216,00
40	135	0	0	34	R$ 4.050,00	R$ 3.240,00
40	136	0	0	34	R$ 4.080,00	R$ 3.264,00
40	137	0	0	34	R$ 4.110,00	R$ 3.288,00
40	138	0	0	35	R$ 4.140,00	R$ 3.312,00
40	139	0	0	35	R$ 4.170,00	R$ 3.336,00
40	140	0	0	35	R$ 4.200,00	R$ 3.360,00
40	141	0	0	35	R$ 4.230,00	R$ 3.384,00
40	142	0	0	36	R$ 4.260,00	R$ 3.408,00
40	143	0	0	36	R$ 4.290,00	R$ 3.432,00
40	144	0	0	36	R$ 4.320,00	R$ 3.456,00
40	145	0	0	36	R$ 4.350,00	R$ 3.480,00
40	146	0	0	37	R$ 4.380,00	R$ 3.504,00
40	147	0	0	37	R$ 4.410,00	R$ 3.528,00
40	148	0	0	37	R$ 4.440,00	R$ 3.552,00
40	149	0	0	37	R$ 4.470,00	R$ 3.576,00
40	150	0	0	38	R$ 4.500,00	R$ 3.600,00
40	151	0	0	38	R$ 4.530,00	R$ 3.624,00
40	152	0	0	38	R$ 4.560,00	R$ 3.648,00
40	153	0	0	38	R$ 4.590,00	R$ 3.672,00
40	154	0	0	39	R$ 4.620,00	R$ 3.696,00
40	155	0	0	39	R$ 4.650,00	R$ 3.720,00
40	156	0	0	39	R$ 4.680,00	R$ 3.744,00
40	157	0	0	39	R$ 4.710,00	R$ 3.768,00
40	158	0	0	40	R$ 4.740,00	R$ 3.792,00
40	159	0	0	40	R$ 4.770,00	R$ 3.816,00
40	160	0	0	40	R$ 4.800,00	R$ 3.840,00
40	161	0	0	40	R$ 4.830,00	R$ 3.864,00
40	162	0	0	41	R$ 4.860,00	R$ 3.888,00
40	163	0	0	41	R$ 4.890,00	R$ 3.912,00
40	164	0	0	41	R$ 4.920,00	R$ 3.936,00
40	165	0	0	41	R$ 4.950,00	R$ 3.960,00
40	166	0	0	42	R$ 4.980,00	R$ 3.984,00
40	167	0	0	42	R$ 5.010,00	R$ 4.008,00
40	168	0	0	42	R$ 5.040,00	R$ 4.032,00
40	169	0	0	42	R$ 5.070,00	R$ 4.056,00
40	170	0	0	43	R$ 5.100,00	R$ 4.080,00
40	171	0	0	43	R$ 5.130,00	R$ 4.104,00
40	172	0	0	43	R$ 5.160,00	R$ 4.128,00
40	173	0	0	43	R$ 5.190,00	R$ 4.152,00
40	174	0	0	44	R$ 5.220,00	R$ 4.176,00
40	175	0	0	44	R$ 5.250,00	R$ 4.200,00
40	176	0	0	44	R$ 5.280,00	R$ 4.224,00
40	177	0	0	44	R$ 5.310,00	R$ 4.248,00
40	178	0	0	45	R$ 5.340,00	R$ 4.272,00
40	179	0	0	45	R$ 5.370,00	R$ 4.296,00
40	180	0	0	45	R$ 5.400,00	R$ 4.320,00
40	40	1	0	10	R$ 1.200,00	R$ 1.700,00
40	41	1	0	10	R$ 1.230,00	R$ 1.730,00
40	42	1	0	11	R$ 1.260,00	R$ 1.760,00
40	43	1	0	11	R$ 1.290,00	R$ 1.790,00
40	44	1	0	11	R$ 1.320,00	R$ 1.820,00
40	45	1	0	11	R$ 1.350,00	R$ 1.850,00
40	46	1	0	12	R$ 1.380,00	R$ 1.880,00
40	47	1	0	12	R$ 1.410,00	R$ 1.910,00
40	48	1	0	12	R$ 1.440,00	R$ 1.940,00
40	49	1	0	12	R$ 1.470,00	R$ 1.970,00
40	50	1	0	13	R$ 1.500,00	R$ 2.000,00
40	51	1	0	13	R$ 1.530,00	R$ 2.030,00
40	52	1	0	13	R$ 1.560,00	R$ 2.060,00
40	53	1	0	13	R$ 1.590,00	R$ 2.090,00
40	54	1	0	14	R$ 1.620,00	R$ 2.120,00
40	55	1	0	14	R$ 1.650,00	R$ 2.150,00
40	56	1	0	14	R$ 1.680,00	R$ 2.180,00
40	57	1	0	14	R$ 1.710,00	R$ 2.210,00
40	58	1	0	15	R$ 1.740,00	R$ 2.240,00
40	59	1	0	15	R$ 1.770,00	R$ 2.270,00
40	60	1	0	15	R$ 1.800,00	R$ 2.300,00
40	61	1	0	15	R$ 1.830,00	R$ 2.330,00
40	62	1	0	16	R$ 1.860,00	R$ 2.267,00
40	63	1	0	16	R$ 1.890,00	R$ 2.295,50
40	64	1	0	16	R$ 1.920,00	R$ 2.324,00
40	65	1	0	16	R$ 1.950,00	R$ 2.352,50
40	66	1	0	17	R$ 1.980,00	R$ 2.381,00
40	67	1	0	17	R$ 2.010,00	R$ 2.409,50
40	68	1	0	17	R$ 2.040,00	R$ 2.438,00
40	69	1	0	17	R$ 2.070,00	R$ 2.466,50
40	70	1	0	18	R$ 2.100,00	R$ 2.495,00
40	71	1	0	18	R$ 2.130,00	R$ 2.523,50
40	72	1	0	18	R$ 2.160,00	R$ 2.552,00
40	73	1	0	18	R$ 2.190,00	R$ 2.580,50
40	74	1	0	19	R$ 2.220,00	R$ 2.609,00
40	75	1	0	19	R$ 2.250,00	R$ 2.637,50
40	76	1	0	19	R$ 2.280,00	R$ 2.666,00
40	77	1	0	19	R$ 2.310,00	R$ 2.694,50
40	78	1	0	20	R$ 2.340,00	R$ 2.723,00
40	79	1	0	20	R$ 2.370,00	R$ 2.751,50
40	80	1	0	20	R$ 2.400,00	R$ 2.780,00
40	81	1	0	20	R$ 2.430,00	R$ 2.808,50
40	82	1	0	21	R$ 2.460,00	R$ 2.714,00
40	83	1	0	21	R$ 2.490,00	R$ 2.741,00
40	84	1	0	21	R$ 2.520,00	R$ 2.768,00
40	85	1	0	21	R$ 2.550,00	R$ 2.795,00
40	86	1	0	22	R$ 2.580,00	R$ 2.822,00
40	87	1	0	22	R$ 2.610,00	R$ 2.849,00
40	88	1	0	22	R$ 2.640,00	R$ 2.876,00
40	89	1	0	22	R$ 2.670,00	R$ 2.903,00
40	90	1	0	23	R$ 2.700,00	R$ 2.930,00
40	91	1	0	23	R$ 2.730,00	R$ 2.957,00
40	92	1	0	23	R$ 2.760,00	R$ 2.984,00
40	93	1	0	23	R$ 2.790,00	R$ 3.011,00
40	94	1	0	24	R$ 2.820,00	R$ 3.038,00
40	95	1	0	24	R$ 2.850,00	R$ 3.065,00
40	96	1	0	24	R$ 2.880,00	R$ 3.092,00
40	97	1	0	24	R$ 2.910,00	R$ 3.119,00
40	98	1	0	25	R$ 2.940,00	R$ 3.146,00
40	99	1	0	25	R$ 2.970,00	R$ 3.173,00
40	100	1	0	25	R$ 3.000,00	R$ 3.200,00
40	101	1	0	25	R$ 3.030,00	R$ 3.227,00
40	102	1	0	26	R$ 3.060,00	R$ 3.101,00
40	103	1	0	26	R$ 3.090,00	R$ 3.126,50
40	104	1	0	26	R$ 3.120,00	R$ 3.152,00
40	105	1	0	26	R$ 3.150,00	R$ 3.177,50
40	106	1	0	27	R$ 3.180,00	R$ 3.203,00
40	107	1	0	27	R$ 3.210,00	R$ 3.228,50
40	108	1	0	27	R$ 3.240,00	R$ 3.254,00
40	109	1	0	27	R$ 3.270,00	R$ 3.279,50
40	110	1	0	28	R$ 3.300,00	R$ 3.305,00
40	111	1	0	28	R$ 3.330,00	R$ 3.330,50
40	112	1	0	28	R$ 3.360,00	R$ 3.356,00
40	113	1	0	28	R$ 3.390,00	R$ 3.381,50
40	114	1	0	29	R$ 3.420,00	R$ 3.407,00
40	115	1	0	29	R$ 3.450,00	R$ 3.432,50
40	116	1	0	29	R$ 3.480,00	R$ 3.458,00
40	117	1	0	29	R$ 3.510,00	R$ 3.483,50
40	118	1	0	30	R$ 3.540,00	R$ 3.509,00
40	119	1	0	30	R$ 3.570,00	R$ 3.534,50
40	120	1	0	30	R$ 3.600,00	R$ 3.560,00
40	121	1	0	30	R$ 3.630,00	R$ 3.585,50
40	122	1	0	31	R$ 3.660,00	R$ 3.428,00
40	123	1	0	31	R$ 3.690,00	R$ 3.452,00
40	124	1	0	31	R$ 3.720,00	R$ 3.476,00
40	125	1	0	31	R$ 3.750,00	R$ 3.500,00
40	126	1	0	32	R$ 3.780,00	R$ 3.524,00
40	127	1	0	32	R$ 3.810,00	R$ 3.548,00
40	128	1	0	32	R$ 3.840,00	R$ 3.572,00
40	129	1	0	32	R$ 3.870,00	R$ 3.596,00
40	130	1	0	33	R$ 3.900,00	R$ 3.620,00
40	131	1	0	33	R$ 3.930,00	R$ 3.644,00
40	132	1	0	33	R$ 3.960,00	R$ 3.668,00
40	133	1	0	33	R$ 3.990,00	R$ 3.692,00
40	134	1	0	34	R$ 4.020,00	R$ 3.716,00
40	135	1	0	34	R$ 4.050,00	R$ 3.740,00
40	136	1	0	34	R$ 4.080,00	R$ 3.764,00
40	137	1	0	34	R$ 4.110,00	R$ 3.788,00
40	138	1	0	35	R$ 4.140,00	R$ 3.812,00
40	139	1	0	35	R$ 4.170,00	R$ 3.836,00
40	140	1	0	35	R$ 4.200,00	R$ 3.860,00
40	141	1	0	35	R$ 4.230,00	R$ 3.884,00
40	142	1	0	36	R$ 4.260,00	R$ 3.908,00
40	143	1	0	36	R$ 4.290,00	R$ 3.932,00
40	144	1	0	36	R$ 4.320,00	R$ 3.956,00
40	145	1	0	36	R$ 4.350,00	R$ 3.980,00
40	146	1	0	37	R$ 4.380,00	R$ 4.004,00
40	147	1	0	37	R$ 4.410,00	R$ 4.028,00
40	148	1	0	37	R$ 4.440,00	R$ 4.052,00
40	149	1	0	37	R$ 4.470,00	R$ 4.076,00
40	150	1	0	38	R$ 4.500,00	R$ 4.100,00
40	151	1	0	38	R$ 4.530,00	R$ 4.124,00
40	152	1	0	38	R$ 4.560,00	R$ 4.148,00
40	153	1	0	38	R$ 4.590,00	R$ 4.172,00
40	154	1	0	39	R$ 4.620,00	R$ 4.196,00
40	155	1	0	39	R$ 4.650,00	R$ 4.220,00
40	156	1	0	39	R$ 4.680,00	R$ 4.244,00
40	157	1	0	39	R$ 4.710,00	R$ 4.268,00
40	158	1	0	40	R$ 4.740,00	R$ 4.292,00
40	159	1	0	40	R$ 4.770,00	R$ 4.316,00
40	160	1	0	40	R$ 4.800,00	R$ 4.340,00
40	161	1	0	40	R$ 4.830,00	R$ 4.364,00
40	162	1	0	41	R$ 4.860,00	R$ 4.388,00
40	163	1	0	41	R$ 4.890,00	R$ 4.412,00
40	164	1	0	41	R$ 4.920,00	R$ 4.436,00
40	165	1	0	41	R$ 4.950,00	R$ 4.460,00
40	166	1	0	42	R$ 4.980,00	R$ 4.484,00
40	167	1	0	42	R$ 5.010,00	R$ 4.508,00
40	168	1	0	42	R$ 5.040,00	R$ 4.532,00
40	169	1	0	42	R$ 5.070,00	R$ 4.556,00
40	170	1	0	43	R$ 5.100,00	R$ 4.580,00
40	171	1	0	43	R$ 5.130,00	R$ 4.604,00
40	172	1	0	43	R$ 5.160,00	R$ 4.628,00
40	173	1	0	43	R$ 5.190,00	R$ 4.652,00
40	174	1	0	44	R$ 5.220,00	R$ 4.676,00
40	175	1	0	44	R$ 5.250,00	R$ 4.700,00
40	176	1	0	44	R$ 5.280,00	R$ 4.724,00
40	177	1	0	44	R$ 5.310,00	R$ 4.748,00
40	178	1	0	45	R$ 5.340,00	R$ 4.772,00
40	179	1	0	45	R$ 5.370,00	R$ 4.796,00
40	180	1	0	45	R$ 5.400,00	R$ 4.820,00
40	40	0	1	10	R$ 1.200,00	R$ 1.850,00
40	41	0	1	10	R$ 1.230,00	R$ 1.880,00
40	42	0	1	11	R$ 1.260,00	R$ 1.910,00
40	43	0	1	11	R$ 1.290,00	R$ 1.940,00
40	44	0	1	11	R$ 1.320,00	R$ 1.970,00
40	45	0	1	11	R$ 1.350,00	R$ 2.000,00
40	46	0	1	12	R$ 1.380,00	R$ 2.030,00
40	47	0	1	12	R$ 1.410,00	R$ 2.060,00
40	48	0	1	12	R$ 1.440,00	R$ 2.090,00
40	49	0	1	12	R$ 1.470,00	R$ 2.120,00
40	50	0	1	13	R$ 1.500,00	R$ 2.150,00
40	51	0	1	13	R$ 1.530,00	R$ 2.180,00
40	52	0	1	13	R$ 1.560,00	R$ 2.210,00
40	53	0	1	13	R$ 1.590,00	R$ 2.240,00
40	54	0	1	14	R$ 1.620,00	R$ 2.270,00
40	55	0	1	14	R$ 1.650,00	R$ 2.300,00
40	56	0	1	14	R$ 1.680,00	R$ 2.330,00
40	57	0	1	14	R$ 1.710,00	R$ 2.360,00
40	58	0	1	15	R$ 1.740,00	R$ 2.390,00
40	59	0	1	15	R$ 1.770,00	R$ 2.420,00
40	60	0	1	15	R$ 1.800,00	R$ 2.450,00
40	61	0	1	15	R$ 1.830,00	R$ 2.480,00
40	62	0	1	16	R$ 1.860,00	R$ 2.417,00
40	63	0	1	16	R$ 1.890,00	R$ 2.445,50
40	64	0	1	16	R$ 1.920,00	R$ 2.474,00
